",",Notes,Year,Country,Director,Subtitles,Link 1,Link 1
On The Silver Globe,,1988,Poland,Andrzej Żuławski,yes,https://drive.google.com/open?id=1KZ03kCQ8lO5QofCaetiuA6IGDTRwCLTtnw,
The Decalogue E1,,1989,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1eaLVJba97elh0Icd_k4VwT7BGsLSYP6vkA,
The Decalogue E10,,1989,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1_Hbeqlb_BFSckIhTc75C9LW52bzwfo-0UA,
The Decalogue E2,,1989,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1Jwe0EQQzOqqeglJu1uDtHq2q2j05WPunpw,
The Decalogue E3,,1989,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1JiUv4cDMI-JIfeXf4exLGI4taUHSrK3EpA,
The Decalogue E4,,1989,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1UyDz4SFPqGICyqRv2l0dzflDxehUKOJSCg,
The Decalogue E5,,1989,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1lGFM2mjD2p0G-ya2M6Gy13bRIVEvdXFm8w,
The Decalogue E6,,1989,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1aBg7vle3Uu8R7L4_UOFx6VSTybJvxQxTbA,
The Decalogue E7,,1989,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1_bL5sx4irNRh--OHmHgzYR07KxxL5fLHOA,
The Decalogue E8,,1989,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1XvYgcXZc8VY9m4FpRXt_Ayx-7POo0RVNzg,
The Decalogue E9,,1989,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=18qYrwwFr55yIIIHHk3DV7z53csTd0Nzfjg,
The Double Life Of Veronique,,1991,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1YO2GrBz2bh17beV99_jFpK9DEf6ojCb3dQ,
Three Colors Blue,,1993,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1qeePNO7Nr6SqtSUTq7HxuVVRavtuNtXHBQ,
Three Colors Red,,1994,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1EdE-KJQ0zkWTrNfKeRuK-Di36C-rtIZHcQ,
Three Colors White,,1994,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1CKJeVyikPLK9ga_HkanmJyFJvN2F_Xq0yw,
I'm So So,,1995,Poland,Krzysztof Kieślowski,yes,https://drive.google.com/open?id=1pEQybgV2FmXzn83lQX_IoSo1kJFmp62FzA,
Wojaczek,,1999,Poland,Lech Majewski,no,https://drive.google.com/file/d/1CwDqXY0I7DXhbe_eccU7Ru2e0HqRkeuSzQ/view,
Ida,,2013,Poland,Paweł Pawlikowski,yes,https://drive.google.com/open?id=1wQXxwp1R83h1vXxvW1Ac7GeasWEZAWs-kA,
Aniki Bóbó,,1942,Portugal,Manoel de Oliveira,no,https://drive.google.com/file/d/0B_IRfhO4o3zgNzBuU29kRHU4b1U/view,
Francisca,,1981,Portugal,Manoel de Oliveira,no,https://drive.google.com/file/d/1ggVS_l5N9H1rBNkpy0Tpol5ji-UGxxbM2w/view,
Hovering Over the Water,,1986,Portugal,João César Monteiro,yes,https://drive.google.com/open?id=1Ex_NVXhj3wBkGMvEV70Wqm2Tv-5n0PzsBw,
Blood,,1989,Portugal,Pedro Costa,yes,https://drive.google.com/file/d/1tmKJh8cf1eI2OfrUayeXBfimizbDAq5EhQ/view,
"No, or the Vain Glory of Command",,1990,Portugal,Manoel de Oliveira,no,https://drive.google.com/file/d/1yM_iGkBww1jXYBs1NwgwtkX_f41ykK_9bA/view,
The Last Dive,,1992,Portugal,João César Monteiro,no,https://drive.google.com/file/d/1tO687lRi_PhaGIU0fqdDA4FY84FJhc_N/view,
Abraham's Valley,,1993,Portugal,Manoel de Oliveira,no,https://drive.google.com/file/d/1O9mMU8Mr15H9IoQlB1UlGPgSwAOrGbQgDg/view,
Casa de Lava,,1994,Portugal,Pedro Costa,yes,https://drive.google.com/open?id=1lC68eljyi4rHGuDofyBXXHYI0muQzH29CQ,
Ossos,,1997,Portugal,Pedro Costa,yes,https://drive.google.com/open?id=1TxY2URe1pQsmrBH7sc-Phw8NsLeKDcPXLQ,
In Vanda's Room,,2001,Portugal,Pedro Costa,yes,https://drive.google.com/file/d/1wYeLS19g8yt_Cd6X9IW_6XY_od0qwD-QnA/view,
Where Does Your Hidden Smile Lie?,,2001,Portugal,Pedro Costa,no,https://drive.google.com/open?id=1vCKhD3tND5iWpcjwg1bY0NwouO9oYgB_fg,
Come and Go,,2003,Portugal,João César Monteiro,no,https://drive.google.com/file/d/1VVB4HdPqzpD2g6FtlwMsnTP-caWs-qmV/view,
Colossal Youth,,2006,Portugal,Pedro Costa,yes,https://drive.google.com/file/d/1HnAxPwhAu5NV2KYkHK7i4-QyNO2cA7Hbgg/view,
Our Man,,2010,Portugal,Pedro Costa,no,https://drive.google.com/open?id=1-cOp-R7hayGAXy55vlK-MWSwx1b5GeM2eA,
Tabu,,2012,Portugal,Miguel Gomes,yes,https://drive.google.com/file/d/1s36ZDsyOa59Tsrvxkh3b4FMuHJTa5K0S/view,
Horse Money ,,2014,Portugal,Pedro Costa,yes,https://drive.google.com/file/d/1nOuRmmNu3zJeoFgKCl2crVTJv6YkBf59/view,
The Death of Mr. Lazarescu,,2005,Romania,Cristi Puiu,yes,https://drive.google.com/open?id=1e1aruAEPZYLdK6OQybnddeqLZ7A7MRZSCA,https://drive.google.com/open?id=1mPImvui-69nSYEwvgaLjPUkgmrFHYavItg
The Woman in the Dream,,2005,Romania,Dan Pița,no,https://drive.google.com/open?id=1f3cnPEsRKRL_BZ2-GaCJscZFcaa7HU_zTw,
12.08 East of Bucharest  ,,2006,Romania,Corneliu Porumboiu,yes,https://drive.google.com/open?id=109zWHg2igOHgef3y17WkhpF8HLLke63YRw,
4 Months 3 Weeks And 2 Days,,2007,Romania,Cristian Mungiu,yes,https://drive.google.com/open?id=1C7ZUwWQPP8tRI5YvEgyCsj2-kQ8P59PQjQ,
Child's Pose,,2013,Romania,Călin Peter Netzer,yes,https://drive.google.com/open?id=1D3K7RjIffxYoeDPlLCBhXcIKUmn02T_Pag,
Battleship Potemkin,,1925,Russia,Sergei M. Eisenstein,yes,https://drive.google.com/open?id=1W49hy8etOkvRgUQ2K1Ro-MaRZY7qM23fvA,
The Turning Point,,1945,Russia,Fridrikh Ermler,no,https://drive.google.com/open?id=1OgihiGzvSmlFWLRrvs80UP7FwuVA01IEyQ,
The Killers,,1956,Russia,Andrei Tarkovsky,yes,https://drive.google.com/open?id=1ORkdjbzq92U8m3mJI5GYNsoVhgBAhxKDRQ,
The Cranes are Flying  ,,1957,Russia,Mikhail Kalatozov,yes,https://drive.google.com/open?id=18XJsAk91js8O-RR4PIO1aggM9gVHbh6c2Q,
There Will Be No Leave Today,,1959,Russia,Andrei Tarkovsky,no,https://drive.google.com/open?id=19THPyVPjLa-BoauiECGOSQ8b1c-Tzels7w,
A Summer To Remember,,1960,Russia,"Georgiy Daneliya, Igor Talankin",yes,https://drive.google.com/open?id=1hQzvWysNAT4Ns5_CKk_5XQyynYTjcNK4uA,
The Steamroller and the Violin,,1961,Russia,Andrei Tarkovsky,yes,https://drive.google.com/open?id=1bDbBn9KFQ1HxSfrAbaQnshu_sNEs4RH3Cg,
Ivan’s Childhood,,1962,Russia,Andrei Tarkovsky,yes,https://drive.google.com/open?id=1cEz1jmEbr3NKaRzmmK7gE-QRH2eOMY71GQ,
Heat,,1963,Russia,Larisa Shepitko,yes,https://drive.google.com/file/d/1h4IJGyqaTSMINSph8nLnLMJHDUh6sdDO7w/view,
"Welcome, or No Trespassing",,1964,Russia,Elem Klimov,no,https://drive.google.com/open?id=1d6FURjx8yF5dArnlq4VzLdVmyrw0pLSJBA,
Andrei Rublev,,1966,Russia,Andrei Tarkovsky,yes,https://drive.google.com/open?id=1oHU32qMST7GK-R0SkMJ1ZVEknIeE4pDWGw,
Wings,,1966,Russia,Larisa Shepitko,yes,https://drive.google.com/file/d/1Q1ZhDqm7IJidq8ST7EbF8TzvV69JCnGyaw/view,
War and Peace E1,,1968,Russia,Sergey Bondarchuk,yes,https://drive.google.com/open?id=1NbSFOuTc1Mm2giIC9EyLb5YPpyxzszDyMg,
War and Peace E2,,1968,Russia,Sergey Bondarchuk,yes,https://drive.google.com/open?id=1B3wXZagUzVv4PvwrGm0F1bEoVuhiN73JeQ,
War and Peace E3,,1968,Russia,Sergey Bondarchuk,yes,https://drive.google.com/open?id=1dTsBCyIVehXoFO0M-vHshTaUX4FGV9o0dQ,
War and Peace E4,,1968,Russia,Sergey Bondarchuk,yes,https://drive.google.com/open?id=10uhVQfhzjjdO5gQLaikM9XxX5muwsh43Bg,
You and Me,,1971,Russia,Larisa Shepitko,yes,https://drive.google.com/open?id=1hDVDB0UynAY_5O1pKJoBCQpEO0Yw6UxfLQ,
Solaris,,1972,Russia,Andrei Tarkovsky,yes,https://drive.google.com/open?id=1pRtYc5xj8p476PVXy8y_BCrXwGYePtjetw,
Agony The Life and Death of Rasputin,,1975,Russia,Elem Klimov,yes,https://drive.google.com/open?id=1gxIBzCs5EmmT42iAh5lVfeBJrhH0U8xQFw,https://drive.google.com/open?id=1k7URi8COJr9H1_lGviH6yXPIxqIIxQ5hEQ
Mirror,,1975,Russia,Andrei Tarkovsky,yes,https://drive.google.com/open?id=1cgjlqPfamEAp59DyH_wnUNxtJHF1R7cR,
The Ascent,,1977,Russia,Larisa Shepitko,yes,https://drive.google.com/open?id=11rnrg8dvmI-vj1XDcqkb3-pR9VXJ2TtMSw,
Stalker,,1979,Russia,Andrei Tarkovsky,yes,https://drive.google.com/open?id=1h455PS_95OwihYte5Qi7kFSzylvNp_EiAA,
Moscow Does Not Believe in Tears,,1980,Russia,Vladimir Menshov,yes,https://drive.google.com/file/d/14h-1pzKSlC8x4KLU82ve1biaDs5kG6AusA/view,
Farewell,,1981,Russia,Elem Klimov,no,https://drive.google.com/open?id=1C_glThIpUapeOb3612b4mKCB0ykJEE6HOQ,
Nostalgia,,1983,Russia,Andrei Tarkovsky,yes,https://drive.google.com/open?id=1m-FrShVc0dN_1trdRy8qFh5xOH9lQBmeRA,
Voyage in Time,,1983,Russia,Andrei Tarkovsky,yes,https://drive.google.com/open?id=178pqJ9-5dHz93HseXCF2UYMpnhh9JW470w,
Come and See,,1985,Russia,Elem Klimov,yes,https://drive.google.com/open?id=1XT1QdasNOkV7dzmuW-PvCHoGCh9XaidQsA,
Letters from a Dead Man,,1986,Russia,Konstantin Lopushanskiy,yes,https://drive.google.com/open?id=13nQ1IYsRIHknsIz1NkwULsQp1Ah4tD3Zow,
The Sacrifice,,1986,Russia,Andrei Tarkovsky,yes,https://drive.google.com/open?id=1JD61MPjJlZSn8DsdAByN-P40VhbTkuS-WQ,
The Lonely Voice of Man,,1987,Russia,Alexander Sokurov,yes,https://drive.google.com/open?id=1Z-HO0GpWhj_CDpkE1mqQ0waHDqG8V_rFjQ,
A Visitor to a Museum,,1989,Russia,Konstantin Lopushanskiy,yes,https://drive.google.com/open?id=1fpe9I-ufH2AnVs8vNRTkUgz8RzXB5H4c6w,
The Second Circle,,1990,Russia,Alexander Sokurov,yes,https://drive.google.com/open?id=1qWRQgMZ-M-xq0FXaRW_MOBz_5N8nisAhfQ,
Close to Eden,,1991,Russia,Nikita Mikhalkov,no,https://drive.google.com/open?id=15yJ0OIfrW07Ek9ssE43sM7iaMFPoG3SkxQ,
Burnt By The Sun,,1994,Russia,Nikita Mikhalkov,yes,https://drive.google.com/open?id=12nlqvBEOoELkokdw0hDvIrAZw9TVFy-59A,
Russian Ark,,2002,Russia,Alexander Sokurov,yes,https://drive.google.com/open?id=1lUVFZx98POZZCn1Ye66vbB-ZGWa9MvBvDg,
The Return,,2003,Russia,Andrey Zvyagintsev,yes,https://drive.google.com/open?id=1_czy2fdSaWI-6DQlXzWtIbWWfLONkXJaRg,
Faust,,2011,Russia,Alexander Sokurov,yes,https://drive.google.com/open?id=13ouS8qeF7n36UkKDN3A8G2KGfVlFPhA30A,
Ratcatcher,,1999,Scotland,Lynne Ramsay,yes,https://drive.google.com/open?id=1XsYwiIzRKxFxL54l9AM1As08uRmXoDSd-w,
The Magdalene Sisters,,2002,Scotland,Peter Mullan,yes,https://drive.google.com/open?id=1fYKHFzTktJA8VvnOWyFetSQBTzUGx12jQg,
Black Girl,,1966,Senegal,Ousmane Sembene,yes,https://drive.google.com/open?id=1u1O4tMpapOUn62-_UociXOCcvWeLIpY8RQ,
Badou Boy,,1970,Senegal,Djibril Diop Mambéty,no,https://drive.google.com/open?id=1ThJBof7KOBighxYm7pkv_Y8rxgPt-MG53g,
Touki Bouki,,1973,Senegal,Djibril Diop Mambéty,yes,https://drive.google.com/open?id=192zRJ9nZUpsMiE6hULiUMdlo8kynsWJbGQ,
Mossane,,1996,Senegal,Safi Faye,no,https://drive.google.com/open?id=1QqI_R4tjtpxxku5gwhYA8bSPkFDGGWG2IQ,
Moolaadé,,2004,Senegal,Ousmane Sembene,yes,https://drive.google.com/open?id=1AsbVYDwSRtO_ZHCRi3G3qKZBrRT-doM09w,https://drive.google.com/open?id=1Oto-iQ1aaPgARyzPoXaDf9b_ivi39y372w
Who's Singin' Over There?,,1980,Serbia,Slobodan Šijan,yes,https://drive.google.com/open?id=1RGDe4OlNxmHjKy4PcNLDPL4_vhp-6-RE-w,
The Marathon Family,,1982,Serbia,Slobodan Šijan,yes,https://drive.google.com/open?id=1lSL57m0XGqDztQM-wmmjaYZ54t-Ixqyw5Q,
When Father Was Away on Business,,1985,Serbia,Emir Kusturica,yes,https://drive.google.com/open?id=1dvfXlMuKhGtyQ6VB_oZo_XEIoWOqk7HTjQ,
Arizona Dream,,1993,Serbia,Emir Kusturica,yes,https://drive.google.com/open?id=1FcYVR93OI5V1VgJgcSfeouiHsz9Pmik9Vg,
Underground,,1995,Serbia,Emir Kusturica,yes,https://drive.google.com/open?id=1Zxd8A0i9Q2fCU-RYsNqifLZZdQ56ZKonKg,
Pictures of the Old World,,1972,Slovakia,Dušan Hanák,yes,https://drive.google.com/open?id=1TOCoU2C8Yaz4uQmSIf7MijCIoFFuoImZdw,
Tsotsi,,2005,South Africa,Gavin Hood,yes,https://drive.google.com/open?id=1hF-K6jwWxiFi7efgSUv9UQtf6kZ8foFbPA,
Vibration of Granada,,1935,Spain,José Val del Omar,no,https://drive.google.com/file/d/1LVpa7o6jiiiVUBnzwf7QBWkK9wSOZWF9Xw/view,
Daughter of Deceit,,1951,Spain,Luis Buñuel,no,https://drive.google.com/open?id=1DMVGbvMsMDg_4csnOJIrewfK-uxIMjZZ1A,
Wuthering Heights,,1954,Spain,Luis Buñuel,no,https://drive.google.com/open?id=1d-8awkD_3SGnaV4gFEH3CtDIcYsrAaqXdQ,
Nazarin,,1959,Spain,Luis Buñuel,yes,https://drive.google.com/open?id=1hDnlslzxBv76oM5nx_2VF3xD2PIOlJD-wA,
Placido,,1961,Spain,Luis García Berlanga,no,https://drive.google.com/open?id=19nvQSLs6kJtUBUHkKhSOWUnswsX-83xDvQ,
Viridiana,,1961,Spain,Luis Buñuel,yes,https://drive.google.com/open?id=1gevZxzcexZ1tMDZtS1cNU0HAHhDydNTAEQ,
The Executioner,,1963,Spain,Luis García Berlanga,yes,https://drive.google.com/open?id=18pw4yyHtz4uhE8S-8pEY-eaBXtxH2lYe0w,
The Hunt,,1966,Spain,Carlos Saura,yes,https://drive.google.com/file/d/0B_IRfhO4o3zgZVJ1LUxGZTJmazg/view,
Belle de Jour,,1967,Spain,Luis Buñuel,yes,https://drive.google.com/open?id=1drIt7cjaVsbAxv8_kwcqS9vXZNYkYtZ8XQ,
The Discreet Charm of the Bourgeoisie,,1972,Spain,Luis Buñuel,yes,https://drive.google.com/open?id=1pVOQL-va3e9G9oQpVdmIDge1DQv8Xb24Pg,
Cría cuervos,,1976,Spain,Carlos Saura,yes,https://drive.google.com/open?id=1IhDBumkvIneKtIMo7uTGQlbHiJRwifYT-g,
To Begin Again,,1982,Spain,José Luis Garci,no,https://drive.google.com/open?id=1J6pWzXvy70mnxkkJcddLYgDWr8SRWn3CrA,
Matador,,1986,Spain,Pedro Almodóvar,yes,https://drive.google.com/open?id=19L34IH8yc8lXNlqydxAGuqqpmwnmVqrWxQ,
Belle Epoque,,1992,Spain,Fernando Trueba,no,https://drive.google.com/open?id=10Mcx7Pjw9DC_oJD59inYnEeYX2rPxL9s1w,
All About My Mother,,1999,Spain,Pedro Almodóvar,yes,https://drive.google.com/open?id=1QYqM0HptWhvyaXxEXPLtmpKIaImypFTAfA,
The Sea Inside,,2004,Spain,Alejandro Amenábar,yes,https://drive.google.com/open?id=1pKbkk5PbcJOGF56AhQEHuGG54xrK6KN3nw,
The Untamed,,2016,Spain,Amat Escalante,yes,https://drive.google.com/open?id=1kk1g3MiEdlLkqCr6M29StL-bHYakpfxrpA,
Changes in the Village,,1965,Sri Lanka,Lester James Peries,no,https://drive.google.com/open?id=1L06rI_W3eiNTxr9aUQAu3z-p6wu4CQbm1Q,
The Outlaw and His Wife,,1918,Sweden,Victor Sjöström,no,https://drive.google.com/open?id=1g3gQrkqK-DVKElZyeJeZwq_b0bP24e3yQQ,
The Phantom Carriage,,1921,Sweden,Victor Sjöström,yes,https://drive.google.com/open?id=0Bx00aCzbEp2uQjNNT3VsN0k2Z2M,
A Ship Bound for India,,1947,Sweden,Ingmar Bergman,no,https://drive.google.com/open?id=1vpCq4EJJt7DpsZfrWATVtHA_b_KXdEnrHQ,
Miss Julie,,1951,Sweden,Alf Sjöberg,yes,https://drive.google.com/open?id=1n-aJIg_jua7_5Bgq6inOJ2gp2YSbbOE00Q,
Secrets of Women,,1952,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1JNOW9kyQCHPgr1U1Zj8eEa9D999oXRfdow/view,
Summer with Monika,,1953,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1XMxoKVLDD1rjV1wAxeNL3UZsA0iQDfpUbg/view,
A Lesson in Love,,1954,Sweden,Ingmar Bergman,no,https://drive.google.com/open?id=19ndIPr0PzcgwwofQuCt2zwPfsou44GTKEg,
Dreams,,1955,Sweden,Ingmar Bergman,no,https://drive.google.com/open?id=1Mg70xmEltANaExNsyygY-RIl6b7D3UQXUw,
Smiles of a Summer Night,,1955,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1qW7jCjuD6lsydwqpjt0qgiUksfPy7TkuCw/view,
The Seventh Seal,,1957,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1_wQGp4E35qZOEsyBem209624DZwWhOhG0A/view,
Wild Strawberries,,1957,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1rotfF982jnJuLTjGWMcfFEY70kpWvFfQIg/view,
Brink of Life,,1958,Sweden,Ingmar Bergman,yes,https://drive.google.com/open?id=1glxcxsmEJlWa4LuzKiXPr28uKMFi0PFddg,
The Magician,,1958,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1L_SR1qCn4wRRvw2d_FLaaQwKpFr0p61AQw/view,
The Virgin Spring,,1960,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1iIsbb1MvkX6AZ86BGbv323N_4cxvOUt-kQ/view,
Through a Glass Darkly,,1961,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1ot86RmVhIJZllZa5A9ObEtsLJDi27kcKZg/view,
The Silence,,1963,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1mWesuWeUIsih4OfmxnpgPGQRBwQpvunVzg/view,
Winter Light,,1963,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1veiEmuxIB4r0Nk1jHM3acHaE9vuHsctk9w/view,
Here Is Your Life,,1966,Sweden,Jan Troell,no,https://drive.google.com/open?id=1PqodToBlYeJ0YuRQ00Rkm8E57gn3cJkz5Q,
Persona,,1966,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1yprHWbhMtEDUqJq-zuH8iBjjBc_iCUsn8w/view,
Ole dole doff,,1968,Sweden,Jan Troell,no,https://drive.google.com/open?id=1Wj4s-HUBH0Ug4_2rYl8d7jHPmTcoXZDDBQ,
Shame,,1968,Sweden,Ingmar Bergman,yes,https://drive.google.com/open?id=1Nzn1SbvvIflQc21SSJIcTIL2SP7hDh7DFA,
The Emigrants,,1971,Sweden,Jan Troell,yes,https://drive.google.com/open?id=1AjtonFjg2QXdzAJGeSdVChPrxGieicd6hA,
The New Land,,1972,Sweden,Jan Troell,yes,https://drive.google.com/open?id=1OVZWBNczrjoBORh1-mOarrToLKenNPe-rw,
Scenes from a Marriage - Movie,,1973,Sweden,Ingmar Bergman,yes,https://drive.google.com/open?id=13SUFQP5QMf162bchDJ4E5JUbdtGp-xc58w,
Scenes from a Marriage - TV E1,,1973,Sweden,Ingmar Bergman,no,https://drive.google.com/file/d/1cw6RfI7er53Z_Yw4SMRi-4Us1AYaYqDq0A/view,
Scenes from a Marriage - TV E2,,1973,Sweden,Ingmar Bergman,no,https://drive.google.com/file/d/11kcNBb29vXJPLY9nkz9SE_x0xjASZaXgEw/view,
Scenes from a Marriage - TV E3,,1973,Sweden,Ingmar Bergman,no,https://drive.google.com/file/d/1GpoyTjx0Zl44OPL9iewh18gLDjLuGyT0-Q/view,
Scenes from a Marriage - TV E4,,1973,Sweden,Ingmar Bergman,no,https://drive.google.com/file/d/1wF40kkDZQ2QfOKJGnPtxBtqAWu5FyDmclw/view,
Scenes from a Marriage - TV E5,,1973,Sweden,Ingmar Bergman,no,https://drive.google.com/file/d/1xIBUi5OKuDxSCMWLlZnYJAdeDa_V77c2Kw/view,
Scenes from a Marriage - TV E6,,1973,Sweden,Ingmar Bergman,no,https://drive.google.com/file/d/1uLhSlOB8gm-RhIBCKakBKVrT9EUfREHO5A/view,
Face to Face,,1976,Sweden,Ingmar Bergman,yes,https://drive.google.com/open?id=1GBwyplrfSOB-aahOVnGaMC8IeajWzlsxZQ,https://drive.google.com/open?id=1nzYpNGKlWno317LLlsQ-0u-2zj6Yz8pEpQ
Autumn Sonata,,1978,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1AOye9kI-Z-oz-3qXJa-9gh-Fdne6RrSxkQ/view,
Fanny & Alexander E1,,1982,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1132Ur7PhCp9VzFX8wdymfB4GZ4nh-pPt0Q/view,
Fanny & Alexander E2,,1982,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1HWVcJ7rgCjj-i29xqVXjh9U5j3-xZ39Ltw/view,
Fanny & Alexander E3,,1982,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1Xdj5UKkkMqODLeIwHy4P7HjBTBWJ_luRpg/view,
Fanny & Alexander E4,,1982,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1Yw7IXpxJaM75qShscHKAnht7i5WLlf2y-g/view,
After the Rehearsal,,1984,Sweden,Ingmar Bergman,no,https://drive.google.com/open?id=1VUQURp2XZOmOauT7zSe7N8Q8mv6IlKAY5A,
My Life as a Dog,,1985,Sweden,Lasse Hallström,yes,https://drive.google.com/open?id=15EyxLmKiL0Dit1NC8v69-_ZF0H9k-uKCUA,
Songs From The Second Floor,,2000,Sweden,Roy Andersson,yes,https://drive.google.com/open?id=12UQbN_6AeSOX1Z6TabA8LL2iNLLkVaIQsA,
Saraband,,2003,Sweden,Ingmar Bergman,no,https://drive.google.com/open?id=1RRDYzeDkIHRomYpFrXjAG53z795IBmi8Gg,
You The Living,,2007,Sweden,Roy Andersson,yes,https://drive.google.com/open?id=1srotd3_9q7GkFMblh9CqqWvGdQ0LHb0rBQ,
Everlasting Moments,,2008,Sweden,Jan Troell,yes,https://drive.google.com/open?id=1SHN1YDA_xb6Oc-AEGR670dsJg6kEtl6law,
Liv & Ingmar,,2012,Sweden,Ingmar Bergman,yes,https://drive.google.com/file/d/1Cy3A0xNEYCMZ3iwHYAIS33S3LRHazCMcmg/view,
A Pigeon Sat On A Branch Reflecting On Existence,,2014,Sweden,Roy Andersson,yes,https://drive.google.com/open?id=1IAq7t72r3z6BOG_zcdqBhRK8PuL415fARA,
The Square,,2017,Sweden,Ruben Östlund,yes,https://drive.google.com/open?id=1SlnX6Qp4N4mjf0Qx6j6wBCGDCMu4dQuAuA,
Persona The Film That Saved Ingmar Bergman,,2018,Sweden,Ingmar Bergman,no,https://drive.google.com/open?id=1NN1d9Rtah1kTHjezKR0RwTaNcxF6x7jAGg,
Barfly,,1987,Switzerland,Barbet Schroeder,yes,https://drive.google.com/file/d/1HEYdvw1d1t9XMWsW4Oh1xioVsdvKHhNmsw/view,
Journey of Hope,,1990,Switzerland,Xavier Koller,yes,https://drive.google.com/open?id=1ypxPCtWgjyC7S5CAUgewEtTYxvxvAqdORQ,
Return to Homs,,2013,Syria,Talal Derki,arabic,https://drive.google.com/open?id=0BwXDyXF3Y2kOd3pwWHZRMU5lSFE,
Boat People,,1982,Taiwan,Ann Hui,no,https://drive.google.com/open?id=1nxvNP1f50E-8OPaHqsBaTeA2qKicSTJfgg,
In Our Time,,1982,Taiwan,Chang Yi,no,https://drive.google.com/open?id=1qLkeryy8hVQrZfyBujxeQWAiSd15cyMZug,
Growing Up,,1983,Taiwan,Chen Kun-Hou,no,https://drive.google.com/open?id=1qgJ8hhVapu-dJhvXZzh_aZjNR7HPkplbwQ,
In Our Time,,1983,Taiwan,Ko I-Chen,no,https://drive.google.com/open?id=1qLkeryy8hVQrZfyBujxeQWAiSd15cyMZug,
The Boys from Fengkuei,,1983,Taiwan,Hou Hsiao-hsien,no,https://drive.google.com/open?id=1wCmbyU4S2TrQOQKG1D7uHhjjpa4Adp_PCA,
The Green Green Grass of Home,,1983,Taiwan,Hou Hsiao-hsien,no,https://drive.google.com/open?id=1P3YaO7ZMIa0QGN5Hp8i2C97J3rsUZAKPag,
A Summer at Grandpa’s ,,1984,Taiwan,Hou Hsiao-hsien,no,https://drive.google.com/open?id=1BHhSamEuBFcQLQ8vzFmFXNHsA9A292c0WQ,
In Our Time,,1984,Taiwan,Jim Tao,no,https://drive.google.com/open?id=1qLkeryy8hVQrZfyBujxeQWAiSd15cyMZug,
"A Time to Live, a Time to Die",,1985,Taiwan,Hou Hsiao-hsien,yes,https://drive.google.com/open?id=1XpGFt9iUUmgeK9pBL_vMdnVSoWt15WdPQQ,
In Our Time,,1985,Taiwan,Edward Yang,no,https://drive.google.com/open?id=1qLkeryy8hVQrZfyBujxeQWAiSd15cyMZug,
Taipei Story,,1985,Taiwan,Edward Yang,yes,https://drive.google.com/open?id=1FMBZuMPtbtpL58GXyvQJ7gBTRX_TeyDX7A,
The Terrorizers,,1986,Taiwan,Edward Yang,yes,https://drive.google.com/open?id=1yvf-GIHLfZyGbdK2AgCmgAVmwV863v-AOQ,
Daughter of the Nile,,1987,Taiwan,Hou Hsiao-hsien,no,https://drive.google.com/open?id=10dnh5_2ftijGDkJ67AubK24Gv53s9elnzQ,
A City of Sadness,,1989,Taiwan,Hou Hsiao-hsien,yes,https://drive.google.com/open?id=1SkIAfX8n0rP67OPnPnjAc8gqTLlqvN1NBw,
A Brighter Summer Day,,1991,Taiwan,Edward Yang,yes,https://drive.google.com/open?id=1U8vSyhFIcBTIajWYsWXll-QGMexgM6yYXQ,
Rebels of the Neon God,,1992,Taiwan,Tsai Ming-Liang,yes,https://drive.google.com/open?id=1ddCDbKMh3rumrpPMbHDn1y00LKnvJbtMeg,
